,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
74,4.1010485,-6.603547,5.3224573,-0.36467582,-4.043788,-1.7049124,-6.0299907,2.1292527,2.0186994,0.6488291,-2.225644,-10.149473,0.43940428,-2.6938183,2.0969803,-4.3635554
75,7.765624,-9.517294,6.441799,-0.82756114,-5.9106636,-4.7847075,-12.042328,5.0852685,2.9058821,2.9464424,-2.004481,-15.303784,1.2468922,-1.1600276,4.5733123,-5.483917
76,9.75738,-16.236908,13.385761,-1.4059604,-8.667678,-1.1922567,-11.210141,3.580363,3.8913095,-0.055010483,-4.0044484,-23.396517,0.9264585,-8.15385,4.7039275,-11.163286
77,16.924238,-5.213109,6.8213015,-54.940205,-17.060183,-2.1376078,-11.733167,-19.389505,62.36121,40.12424,-58.086792,-130.21094,76.67301,-0.61546564,-29.11423,-65.19448
78,1.7271583,-0.7079646,2.270279,-2.3993535,-1.9963213,-2.1046655,-2.0436082,-0.15872726,2.9969943,3.0773063,-4.3094225,-9.089294,3.324044,-1.0902015,-1.8783247,-3.8856544
79,5.207185,9.407582,-1.6041853,-8.364584,-5.9957013,1.9843423,-1.0323864,-3.4660068,10.991083,9.504862,-5.4568696,-19.801226,13.597137,2.248774,-8.268186,-10.275523
80,7.37859,9.95041,-2.2926161,-20.350119,-8.99755,2.3557744,-2.3514686,-7.670697,22.910635,19.094288,-18.171148,-47.91179,31.82108,0.929267,-15.075903,-23.767773
81,6.1608977,11.487226,-1.4682691,-11.136357,-7.029575,1.381779,-1.7051346,-4.102191,14.017697,12.69056,-8.286642,-25.977379,18.081392,2.944353,-11.196296,-13.444489
82,4.412758,6.5559225,0.06525777,-5.0238504,-4.7633386,0.9357947,-1.6090897,-2.081676,6.9790077,6.1896987,-2.7545803,-12.51916,8.381663,2.388757,-4.7011023,-5.9549484
83,6.507394,1.466711,0.87768656,-18.107176,-7.2901793,1.0965726,-2.8192444,-7.481732,21.020157,15.155423,-18.276163,-44.520073,28.100117,-0.32668537,-10.178268,-21.87793
84,4.1596127,7.4950542,-0.6032596,-5.6153507,-4.7006984,1.1993141,-1.1041629,-2.379451,7.60759,6.787154,-3.3156135,-13.378544,9.106031,2.1383348,-5.713822,-6.7188334
85,4.2386007,7.2821975,0.03283419,-7.6546903,-5.2220273,0.527271,-1.7415884,-2.445569,9.177064,8.85949,-6.4834385,-18.839426,12.470495,1.1020099,-7.2257257,-9.608681
86,5.1188874,-3.2272651,3.9952266,-0.88767815,-4.092805,-2.2576811,-6.4123673,1.574321,2.4025621,2.3797958,-1.2402772,-9.150925,2.6764627,1.0287741,2.6666083,-2.710601
87,3.5819569,5.835509,-0.55378646,-4.804923,-4.1517987,1.1138915,-1.0415457,-2.113514,6.5915513,5.7563677,-2.8405468,-11.766154,7.87006,1.7236091,-4.680483,-5.899943
88,4.997373,4.1033974,1.9072685,-3.5111732,-5.042737,0.20421416,-2.9960473,-1.0724385,5.447652,4.6999884,-1.8397574,-11.282212,6.579701,2.237532,-2.2778604,-4.6239176
89,5.0032873,4.5574307,2.0875173,-3.8518128,-5.0675592,0.038606133,-2.9885812,-0.97086823,5.525353,5.1792946,-2.4719892,-11.809137,7.2732987,1.9184288,-2.7688546,-5.131151
90,6.8565,12.236453,-2.469141,-12.11698,-7.621513,2.3384998,-1.382862,-4.6667447,15.588564,13.550265,-8.458173,-28.480934,19.7128,2.785366,-11.7589245,-14.746184
91,7.3339405,12.952196,-0.995417,-14.324329,-8.210165,-0.24606271,-2.9286797,-3.6253538,17.521706,17.328863,-13.421219,-35.918274,24.440725,1.6029445,-15.126995,-19.03309
92,4.101888,-1.4016812,3.8607912,-0.9459581,-3.9163823,-0.847668,-4.120816,0.77354443,2.1485813,1.745401,-1.3227326,-7.962146,2.5345724,-0.025691202,1.6546978,-2.646878
93,7.8251185,14.405855,-2.8779137,-14.330325,-8.84996,2.2332404,-1.7182031,-5.300312,18.63161,16.356802,-10.553065,-34.080517,23.875431,3.2249184,-14.557266,-17.849884
94,4.4422297,7.86922,-0.99276817,-7.7389417,-5.445294,1.4296691,-1.3446726,-2.9730823,9.723939,8.688143,-5.4517145,-18.581915,12.181909,1.3324118,-7.0770907,-9.364422
95,8.048642,14.82963,-3.303439,-13.875254,-8.814916,1.795588,-1.6074072,-5.1464434,18.631243,15.8106575,-8.946584,-32.05864,22.90802,4.4286222,-14.651504,-16.609877
96,9.158228,15.835488,-3.6334598,-21.351181,-10.608707,2.8841867,-2.5165162,-7.417979,25.273636,22.449766,-18.266909,-51.030468,34.81674,1.3628776,-19.105516,-26.315828
97,4.149816,7.274919,-0.7155424,-8.512852,-5.3086915,0.7996881,-1.6229546,-2.9819083,10.158193,9.385423,-7.272753,-20.91204,13.5711155,0.7559149,-7.5773635,-10.545638
98,8.926725,14.754877,-4.2516966,-21.526423,-10.471108,3.2017295,-2.372918,-7.8037815,25.8651,22.450972,-18.431276,-51.891373,35.28813,1.0529554,-18.880419,-26.689089
99,3.6357121,-0.40133947,2.4501703,-1.1628795,-3.2819302,-1.0838121,-3.5350525,0.48827013,2.6366038,2.3722866,-1.3902298,-7.229122,3.0680778,1.0029254,0.51403946,-2.576587
100,3.89028,-0.70662725,-0.66940486,-3.8694525,-3.1304233,-2.7235012,-4.5419464,0.12837401,5.6676617,5.3017054,-3.2387948,-12.513764,7.528797,2.1263428,-2.6538885,-5.9571857
101,10.672897,-10.632428,10.606714,-0.75689185,-8.329671,-2.3475137,-12.335765,4.0021996,2.6049435,1.7911694,-0.543265,-16.425112,2.753391,-1.0441024,6.9863706,-5.7538986
102,10.814175,19.752707,-4.74702,-19.263903,-11.803091,2.4260507,-2.1750257,-6.747783,25.542616,21.38629,-11.989451,-43.691166,31.385263,5.55143,-19.793364,-22.59069
103,6.1550045,9.811553,-2.7895386,-10.57311,-6.857381,2.03181,-1.3702782,-4.130086,14.383592,11.803574,-7.1087084,-25.756685,17.830345,2.4371314,-10.322916,-13.4605
104,6.293833,-2.9939137,5.9623985,-1.12555,-5.494702,-1.4598808,-6.732088,1.4967898,2.7860587,2.273114,-1.0936328,-10.787771,2.9565146,0.5490196,3.380535,-3.1173482
105,13.970464,12.27108,-4.2752824,-40.336773,-15.4211,4.800847,-4.5873785,-15.890521,45.572548,34.661926,-35.224445,-93.61883,61.606335,1.7043899,-26.154161,-45.34726
106,2.7772322,1.4963558,-0.84751785,-2.7273707,-2.953525,-0.7484331,-2.3786874,-0.5715596,4.686758,4.1915054,-2.33789,-9.724919,5.772647,1.0990494,-2.924399,-5.187604
107,8.828905,-7.062057,7.503559,-0.91105545,-6.548062,-3.3286707,-10.918592,3.7413263,2.79621,2.987879,-0.73226905,-13.681415,2.735052,0.62126046,5.3549976,-4.0594616
108,8.15313,15.264002,-3.6504757,-14.606932,-9.238174,3.0777302,-1.2862332,-5.8396463,19.383574,16.215027,-9.758109,-34.391045,23.92975,3.383208,-14.778711,-17.883333
109,9.959363,-7.532765,8.706012,-1.1171114,-7.7079797,-3.6651115,-12.1600065,3.4998622,3.4393451,3.1681182,-0.81143844,-15.578014,3.5326042,1.2982914,6.409061,-4.1919384
110,6.5122294,12.341915,-2.2633328,-10.284816,-7.514109,2.4460266,-1.0649031,-4.25009,13.880678,11.86357,-6.2313366,-24.07075,16.620455,3.0468514,-10.722764,-12.519451
111,7.217029,-11.383224,3.7613976,-1.9071373,-4.223256,-8.063018,-14.040226,6.770807,4.073844,5.498235,-3.6802063,-18.037575,3.7006788,-0.6466451,3.3880231,-6.9860096
112,2.5176113,-3.8559477,2.0345526,-0.065625645,-2.226157,-3.2275736,-5.6145015,2.548556,1.4842013,2.0818868,-1.6541163,-5.9780974,1.2311376,-0.24466054,1.6101127,-2.598065
113,12.740473,-11.119796,10.422155,-1.6082724,-9.164584,-5.678017,-16.261295,5.816955,4.2452908,4.1608486,-1.1431621,-20.373367,3.3740845,0.7812865,7.666147,-5.6652946
114,5.261493,-9.5218115,4.9073267,-2.1311998,-3.996355,-5.235172,-8.91347,3.6722338,5.3135715,4.32875,-6.0716166,-19.485443,3.0494685,-4.077067,0.20223556,-8.830032
115,5.0666523,7.1171446,-1.8016338,-12.567531,-6.072551,1.8572721,-1.5503584,-4.618685,14.543303,12.251832,-10.849728,-30.11009,20.040947,0.38126564,-9.73046,-15.186743
116,1.9767302,1.5300305,0.15170218,-3.510304,-2.3729887,-0.36034268,-1.4328688,-0.8277502,4.620236,4.2812743,-4.2201133,-10.725978,6.2252693,-0.40338376,-2.3234649,-5.2276807
117,4.127201,5.761914,-1.4620464,-8.2112875,-4.8239937,1.2995868,-1.5182474,-3.0774822,10.482706,8.809846,-6.9650664,-20.879686,13.86001,0.7965493,-6.9642973,-10.715139
118,3.1305602,4.488577,-0.39189786,-7.3382745,-4.050166,0.58288425,-1.2341251,-2.5586755,8.548975,7.4846125,-6.6796603,-18.182343,11.486482,-0.0664419,-5.458618,-8.915321
119,3.3185658,4.2572556,-0.6057016,-6.7292056,-3.8943374,0.41412503,-1.6310273,-2.0826013,8.268398,7.5435987,-6.6274967,-17.81589,11.600549,0.12608643,-5.5330133,-9.139993
120,4.8302693,4.3448625,-1.7529788,-14.022092,-5.6480474,1.0862871,-2.0449927,-5.1072736,16.33651,13.297045,-14.318388,-35.890976,23.563587,-0.06724244,-10.223582,-17.859308
121,4.683558,4.4294477,-2.498735,-10.857159,-5.1682334,0.24612264,-2.6218634,-3.0800853,13.598427,11.544015,-10.490181,-28.827095,18.93224,0.24098052,-8.810732,-14.840103
122,4.77371,7.966646,-1.6542442,-8.643788,-5.5801754,1.8053014,-1.2466669,-3.3646991,11.041122,9.556492,-6.57038,-21.34939,14.270988,1.1872195,-7.8838496,-10.989796
123,6.1460953,-6.137954,6.748545,-0.37653714,-5.362066,-1.4782299,-7.478222,2.5738401,1.777824,1.0587096,-1.0073785,-10.397695,1.3071797,-1.263573,3.763703,-3.9712312
124,21.995434,-25.239239,20.491589,-1.7420403,-14.761309,-5.4530563,-24.193958,9.01792,6.7266426,4.8840594,-2.3977857,-36.7606,4.5492806,-5.195152,12.387154,-13.600608
125,6.5181875,9.102008,-2.257358,-17.870966,-8.058008,2.54271,-1.751525,-7.1972075,20.395962,16.24676,-15.110341,-41.55741,27.257687,0.915003,-13.265621,-20.4235
126,11.755927,-13.438584,13.030489,-0.7921702,-9.771794,-1.1251632,-12.950455,3.7942564,2.652829,-0.0059894025,-0.536553,-19.019333,1.5562019,-3.142124,7.7219114,-7.2584414
127,7.4736924,-5.306278,6.872904,-0.8995004,-6.250688,-2.3725226,-8.919212,2.4937587,2.6202853,2.2539878,-0.81854296,-12.064242,2.7480319,0.68388134,4.750343,-3.4318073
128,8.72415,-6.3511066,7.5652037,-0.86493653,-6.872473,-3.1751115,-10.663749,3.214426,3.0192113,2.931177,-0.7646011,-13.623076,3.066629,0.9921122,5.620308,-3.7687151
129,4.212893,6.9786973,-1.052026,-8.95904,-5.29009,1.5572367,-1.2265763,-3.3716607,10.656709,9.110347,-6.796574,-21.078354,13.647258,0.63566726,-7.2094283,-10.467511
130,6.2986045,-2.9192114,6.1828294,-0.8049216,-5.5007997,-1.555572,-6.6231394,1.6564682,2.6370342,2.166362,-0.97915816,-10.406136,2.6911328,0.41039583,3.4673312,-2.8248556
131,7.763607,13.046016,-3.2116709,-16.429043,-8.806599,2.278683,-2.041615,-5.6982274,20.509968,17.978882,-13.496837,-39.76293,27.377811,1.7999257,-15.361177,-20.799467
132,5.5787187,9.867441,-1.6912335,-7.930838,-5.952766,1.0219287,-1.1916653,-2.9806795,11.28849,9.897982,-5.17469,-19.680841,13.522588,2.919928,-8.786419,-10.116493
133,6.738294,12.568913,-1.2524991,-8.737821,-7.4387064,1.7837737,-1.2633257,-3.5132222,12.407029,11.093154,-4.7541924,-20.560253,14.506314,3.8088923,-9.698345,-10.521328
134,5.865273,3.8157806,2.7864113,-3.666287,-5.7734833,0.546141,-3.6292014,-0.91333467,5.617262,4.9260745,-1.784101,-12.612254,6.6382,1.6832689,-1.5877991,-5.062877
135,3.8839076,3.9451652,-0.8775148,-4.1141496,-3.8419216,0.0612454,-1.7247835,-1.6108309,6.3144145,5.3252068,-2.0024204,-10.765105,7.1914463,2.4367297,-4.2368464,-5.323269
136,2.9475434,3.77403,-0.6493817,-6.864497,-3.6424067,0.54225093,-1.4097471,-2.2093372,8.249633,7.1023526,-6.4532394,-17.715063,10.96044,-0.35075232,-4.9990954,-8.711314
137,5.2527943,9.667378,-1.2022182,-5.9365444,-6.065181,2.0583787,-0.63671577,-2.6630254,8.814688,7.5230575,-2.2361581,-14.1222105,9.625647,2.6875832,-7.0739822,-7.4911175
138,12.629904,-11.115268,13.064619,-0.66157377,-9.859868,-2.2992702,-13.220127,4.187231,3.6083496,2.1083636,-0.752548,-19.03561,3.034678,-1.4425951,7.6807485,-6.212421
139,12.030702,-11.3437,11.089013,-1.322025,-9.167434,-3.2626116,-14.131369,4.314839,3.2340171,2.3599434,-0.495331,-18.802235,3.3987176,0.08532846,7.779167,-5.8758016
